coding_ID,sID,conversation_id,message_id,user_query,dewey_match,response,created_at,primary_code,sec_codes,sent,bot_answer_rating,trust_flag,other_flags,coder_notes,risk_amt,risk_note,coder_name,mutiple_coders_flag,coding_stage,coding_time
178,"3,238","177,480","1,131,853",Can you send me the guide for PA state treasurer,Who is running for treasurer in PA?,"We don't have the information necessary to provide a specific guide for the PA state treasurer. For detailed and up-to-date information on the candidates and their positions, we recommend visiting the official websites of the candidates or checking reliable news sources.",01/01/1970,[G],[State Basic],N,"[Exact, Not Accept]",,,,0.0,,mifranz1057@gmail.com,True,2.0,12/12/2024
179,"3,238","177,480","1,131,853",Can you send me the guide for PA state treasurer,Who is running for treasurer in PA?,"We don't have the information necessary to provide a specific guide for the PA state treasurer. For detailed and up-to-date information on the candidates and their positions, we recommend visiting the official websites of the candidates or checking reliable news sources.",01/01/1970,[G],[State Basic],[NEU],"[Near, Not Accept]",,,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
180,"3,238","177,480","1,131,853",Can you send me the guide for PA state treasurer,Who is running for treasurer in PA?,"We don't have the information necessary to provide a specific guide for the PA state treasurer. For detailed and up-to-date information on the candidates and their positions, we recommend visiting the official websites of the candidates or checking reliable news sources.",01/01/1970,[G],[State Basic],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
181,"3,240","177,480","1,131,902",17th district congressman nominees ?,Who are the candidates running for representative in my district?,"The specific candidates running for the 17th Congressional District in Pennsylvania will depend on the upcoming election cycle. Currently, Democratic Rep. Chris Deluzio represents the 17th District. To see the nominees for the next election, we recommend checking your sample ballot closer to the election date or using the General Assembly's ""https://www.legis.state.pa.us/cfdocs/legis/home/findyourlegislator/"" Find Your Legislator tool for the latest information.",01/01/1970,[G],[Local Basic],N,"[Exact, Not Accept]",,[DISTRICT],,1,,mifranz1057@gmail.com,True,2.0,19:00:27
182,"3,240","177,480","1,131,902",17th district congressman nominees ?,Who are the candidates running for representative in my district?,"The specific candidates running for the 17th Congressional District in Pennsylvania will depend on the upcoming election cycle. Currently, Democratic Rep. Chris Deluzio represents the 17th District. To see the nominees for the next election, we recommend checking your sample ballot closer to the election date or using the General Assembly's ""https://www.legis.state.pa.us/cfdocs/legis/home/findyourlegislator/"" Find Your Legislator tool for the latest information.",01/01/1970,[G],[House Basic],[NEU],"[Near, Accept]",,,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
183,"3,240","177,480","1,131,902",17th district congressman nominees ?,Who are the candidates running for representative in my district?,"The specific candidates running for the 17th Congressional District in Pennsylvania will depend on the upcoming election cycle. Currently, Democratic Rep. Chris Deluzio represents the 17th District. To see the nominees for the next election, we recommend checking your sample ballot closer to the election date or using the General Assembly's ""https://www.legis.state.pa.us/cfdocs/legis/home/findyourlegislator/"" Find Your Legislator tool for the latest information.",01/01/1970,[G],[House Basic],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
184,"3,247","177,480","1,131,826",who are the auditor general candidates for pennsylvani,Who are the candidates running for auditor general in Pennsylvania?,"In the upcoming election for Pennsylvania auditor general, incumbent Republican Tim DeFoor is seeking a second term. He will face Democratic state Rep. Malcolm Kenyatta, Alan Goodrich of the Constitution Party, Libertarian Reece Smith, and Eric K. Anton from the American Solidarity Party. ",01/01/1970,[G],[State Basic],N,"[Exact, Accept]",,,,0.0,,mifranz1057@gmail.com,True,2.0,12/12/2024
185,"3,247","177,480","1,131,826",who are the auditor general candidates for pennsylvani,Who are the candidates running for auditor general in Pennsylvania?,"In the upcoming election for Pennsylvania auditor general, incumbent Republican Tim DeFoor is seeking a second term. He will face Democratic state Rep. Malcolm Kenyatta, Alan Goodrich of the Constitution Party, Libertarian Reece Smith, and Eric K. Anton from the American Solidarity Party. ",01/01/1970,[G],[State Basic],[NEU],"[Exact, Accept]",,,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
186,"3,247","177,480","1,131,826",who are the auditor general candidates for pennsylvani,Who are the candidates running for auditor general in Pennsylvania?,"In the upcoming election for Pennsylvania auditor general, incumbent Republican Tim DeFoor is seeking a second term. He will face Democratic state Rep. Malcolm Kenyatta, Alan Goodrich of the Constitution Party, Libertarian Reece Smith, and Eric K. Anton from the American Solidarity Party. ",01/01/1970,[G],[State Basic],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
187,"3,250","177,131","1,129,020",Are there any debates of Pa House candidates?,Who is running for PA House of Representatives?,Let's make sure you get the resources you need. Do one of these questions resonate? Who is running for PA House of Representatives? Are there any upcoming debates for the attorney general race? Which PA congresspeople are up for reelection?,01/01/1970,[EA],[Deb],N,"[Suggestion, Not Align]",,,,0.0,,mifranz1057@gmail.com,True,2.0,12/12/2024
188,"3,250","177,131","1,129,020",Are there any debates of Pa House candidates?,Who is running for PA House of Representatives?,Let's make sure you get the resources you need. Do one of these questions resonate? Who is running for PA House of Representatives? Are there any upcoming debates for the attorney general race? Which PA congresspeople are up for reelection?,01/01/1970,[EA],[Deb],[NEU],"[Suggestion, Not Align]",,,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
189,"3,250","177,131","1,129,020",Are there any debates of Pa House candidates?,Who is running for PA House of Representatives?,Let's make sure you get the resources you need. Do one of these questions resonate? Who is running for PA House of Representatives? Are there any upcoming debates for the attorney general race? Which PA congresspeople are up for reelection?,01/01/1970,[EA],[Deb],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
190,"3,251","177,131","1,129,011",Are there any debates for pa senate district 15,Who is running for PA Senate?,I'm checking to see if we're on the same page. Do any of these questions spark something? Who is running for PA Senate? Who is running for PA House of Representatives? What are the main issues in the Pennsylvania Senate race?,01/01/1970,[EA],[Deb],N,"[Suggestion, Not Align]",,[DISTRICT],,1,,mifranz1057@gmail.com,True,2.0,19:00:48
191,"3,251","177,131","1,129,011",Are there any debates for pa senate district 15,Who is running for PA Senate?,I'm checking to see if we're on the same page. Do any of these questions spark something? Who is running for PA Senate? Who is running for PA House of Representatives? What are the main issues in the Pennsylvania Senate race?,01/01/1970,[EA],[Deb],[NEU],"[Suggestion, Not Align]",,,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
192,"3,251","177,131","1,129,011",Are there any debates for pa senate district 15,Who is running for PA Senate?,I'm checking to see if we're on the same page. Do any of these questions spark something? Who is running for PA Senate? Who is running for PA House of Representatives? What are the main issues in the Pennsylvania Senate race?,01/01/1970,[EA],[Deb],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
193,"3,252","177,131","1,129,004",Are there any upcoming debates for the attorney general race?,Are there any upcoming debates for the attorney general race?,"The upcoming debates for the Pennsylvania attorney general candidates are scheduled for 10 a.m. on Oct. 3, airing in the evening on WGAL, and at 7 p.m. on Oct. 15 on ABC27. These debates will feature the two major party candidates, Democrat Eugene DePasquale and Republican Dave Sunday.",01/01/1970,[EA],[Deb],N,"[Exact, Accept]",,,,0.0,,mifranz1057@gmail.com,True,2.0,12/12/2024
194,"3,252","177,131","1,129,004",Are there any upcoming debates for the attorney general race?,Are there any upcoming debates for the attorney general race?,"The upcoming debates for the Pennsylvania attorney general candidates are scheduled for 10 a.m. on Oct. 3, airing in the evening on WGAL, and at 7 p.m. on Oct. 15 on ABC27. These debates will feature the two major party candidates, Democrat Eugene DePasquale and Republican Dave Sunday.",01/01/1970,[EA],[Deb],[NEU],"[Exact, Accept]",,,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
195,"3,252","177,131","1,129,004",Are there any upcoming debates for the attorney general race?,Are there any upcoming debates for the attorney general race?,"The upcoming debates for the Pennsylvania attorney general candidates are scheduled for 10 a.m. on Oct. 3, airing in the evening on WGAL, and at 7 p.m. on Oct. 15 on ABC27. These debates will feature the two major party candidates, Democrat Eugene DePasquale and Republican Dave Sunday.",01/01/1970,[EA],[Deb],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
196,"3,253","177,131","1,129,002",Are there any debates with Pa general assembly candidates?,Are there any upcoming debates for the attorney general race?,Let's make sure you get the resources you need. Do one of these questions resonate? Are there any upcoming debates for the attorney general race? Are all general assembly and senate seats up for election in PA? What statewide races are happening in PA this year?,01/01/1970,[EA],[Deb],N,"[Suggestion, Not Align]",,,,0.0,,mifranz1057@gmail.com,True,2.0,12/12/2024
197,"3,253","177,131","1,129,002",Are there any debates with Pa general assembly candidates?,Are there any upcoming debates for the attorney general race?,Let's make sure you get the resources you need. Do one of these questions resonate? Are there any upcoming debates for the attorney general race? Are all general assembly and senate seats up for election in PA? What statewide races are happening in PA this year?,01/01/1970,[EA],[Deb],[NEU],"[Suggestion, Not Align]",,,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
198,"3,253","177,131","1,129,002",Are there any debates with Pa general assembly candidates?,Are there any upcoming debates for the attorney general race?,Let's make sure you get the resources you need. Do one of these questions resonate? Are there any upcoming debates for the attorney general race? Are all general assembly and senate seats up for election in PA? What statewide races are happening in PA this year?,01/01/1970,[EA],[Deb],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
199,"3,276","176,451","1,122,410",How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",01/01/1970,[EL],[Voter Reg],N,"[Exact, Accept]",,,,0.0,,mifranz1057@gmail.com,True,2.0,12/12/2024
200,"3,276","176,451","1,122,410",How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",01/01/1970,[EL],[Voter Reg],[NEU],"[Exact, Accept]",,,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
201,"3,276","176,451","1,122,410",How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",01/01/1970,[EL],[Voter Reg],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
202,"3,303","173,836","1,098,502",have candidate eligibility issues affected mail ballot preparation,How many voters will be affected by rejections due to the mail ballot envelope issue?,I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord? How many voters will be affected by rejections due to the mail ballot envelope issue? Can I still request a mail ballot? Can I correct a mail in ballot once it is mailed?,01/01/1970,[EL],[Mail-in],N,"[Suggestion, Not Align]",,,,0.0,,mifranz1057@gmail.com,True,2.0,12/12/2024
203,"3,303","173,836","1,098,502",have candidate eligibility issues affected mail ballot preparation,How many voters will be affected by rejections due to the mail ballot envelope issue?,I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord? How many voters will be affected by rejections due to the mail ballot envelope issue? Can I still request a mail ballot? Can I correct a mail in ballot once it is mailed?,01/01/1970,[EL],"[Mail-in],[Voter Reg]",[NEG],"[Suggestion, Not Align]",,,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
204,"3,303","173,836","1,098,502",have candidate eligibility issues affected mail ballot preparation,How many voters will be affected by rejections due to the mail ballot envelope issue?,I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord? How many voters will be affected by rejections due to the mail ballot envelope issue? Can I still request a mail ballot? Can I correct a mail in ballot once it is mailed?,01/01/1970,[EL],[Rec/Res],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
205,"3,304","173,836","1,098,504",The new yourk times indicates that mail ballots will begin September 17 but the Commonwealth is saying early-mid october,When will ballots be mailed to voters in Pennsylvania?,"There appears to be a discrepancy in the information provided. According to our context, most counties in Pennsylvania begin mailing out mail ballots approximately 50 days before an election, which typically falls around early October. Secretary of the Commonwealth Al Schmidt certified the official list of candidates on Sept. 16, allowing counties to prepare and print the ballots. If there are any updates or changes, it is best to verify with ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html#sortCriteria=%40copapwptitle%20ascending"" your county election office or the Pennsylvania Department of State for the most accurate and up-to-date information.",01/01/1970,[EL],[Mail-in],N,"[Exact, Accept]",[FLAG],,,0.0,,mifranz1057@gmail.com,True,2.0,12/12/2024
206,"3,304","173,836","1,098,504",The new yourk times indicates that mail ballots will begin September 17 but the Commonwealth is saying early-mid october,When will ballots be mailed to voters in Pennsylvania?,"There appears to be a discrepancy in the information provided. According to our context, most counties in Pennsylvania begin mailing out mail ballots approximately 50 days before an election, which typically falls around early October. Secretary of the Commonwealth Al Schmidt certified the official list of candidates on Sept. 16, allowing counties to prepare and print the ballots. If there are any updates or changes, it is best to verify with ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html#sortCriteria=%40copapwptitle%20ascending"" your county election office or the Pennsylvania Department of State for the most accurate and up-to-date information.",01/01/1970,[EL],[Mail-in],[NEG],"[Near, Accept]",[FLAG],,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
207,"3,304","173,836","1,098,504",The new yourk times indicates that mail ballots will begin September 17 but the Commonwealth is saying early-mid october,When will ballots be mailed to voters in Pennsylvania?,"There appears to be a discrepancy in the information provided. According to our context, most counties in Pennsylvania begin mailing out mail ballots approximately 50 days before an election, which typically falls around early October. Secretary of the Commonwealth Al Schmidt certified the official list of candidates on Sept. 16, allowing counties to prepare and print the ballots. If there are any updates or changes, it is best to verify with ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html#sortCriteria=%40copapwptitle%20ascending"" your county election office or the Pennsylvania Department of State for the most accurate and up-to-date information.",01/01/1970,[EL],[Mail-in],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
208,"3,305","173,836","1,098,496","Why are mailballots targeted to go out early in October, I thought mid september was when they would go out",When will mail ballots be sent out?,"Mail ballots in Pennsylvania are generally sent out approximately 50 days before an election, which typically falls around early October. Secretary of the Commonwealth Al Schmidt certified the official list of candidates on Sept. 16, allowing counties to prepare and print the ballots. This timeline ensures that counties have adequate time to handle logistical tasks before mailing out the ballots. If you have specific concerns or need more detailed information, contacting ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html#sortCriteria=%40copapwptitle%20ascending"" your county election office would be advisable.",01/01/1970,[EL],[Mail-in],N,"[Exact, Accept]",,,,0.0,,mifranz1057@gmail.com,True,2.0,12/12/2024
209,"3,305","173,836","1,098,496","Why are mailballots targeted to go out early in October, I thought mid september was when they would go out",When will mail ballots be sent out?,"Mail ballots in Pennsylvania are generally sent out approximately 50 days before an election, which typically falls around early October. Secretary of the Commonwealth Al Schmidt certified the official list of candidates on Sept. 16, allowing counties to prepare and print the ballots. This timeline ensures that counties have adequate time to handle logistical tasks before mailing out the ballots. If you have specific concerns or need more detailed information, contacting ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html#sortCriteria=%40copapwptitle%20ascending"" your county election office would be advisable.",01/01/1970,[EL],[Mail-in],[NEG],"[Near, Accept]",[FLAG],,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
210,"3,305","173,836","1,098,496","Why are mailballots targeted to go out early in October, I thought mid september was when they would go out",When will mail ballots be sent out?,"Mail ballots in Pennsylvania are generally sent out approximately 50 days before an election, which typically falls around early October. Secretary of the Commonwealth Al Schmidt certified the official list of candidates on Sept. 16, allowing counties to prepare and print the ballots. This timeline ensures that counties have adequate time to handle logistical tasks before mailing out the ballots. If you have specific concerns or need more detailed information, contacting ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html#sortCriteria=%40copapwptitle%20ascending"" your county election office would be advisable.",01/01/1970,[EL],[Mail-in],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
211,"3,308","173,836","1,098,489",did the target date for distribution of mail ballots change in pennsylvania?,How has mail voting changed in Pennsylvania since 2019?,"Based on the provided context, there is no indication that the target date for the distribution of mail ballots in Pennsylvania has changed. Most counties in Pennsylvania begin mailing out mail ballots approximately 50 days before an election. Secretary of the Commonwealth Al Schmidt certified the official list of candidates on Sept. 16, allowing counties to prepare and send out ballots to voters. If you have further questions or need assistance, it is advisable to contact ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html#sortCriteria=%40copapwptitle%20ascending"" your county election office.",01/01/1970,[EL],[Mail-in],N,"[Exact, Accept]",,,,0.0,,mifranz1057@gmail.com,True,2.0,12/12/2024
212,"3,308","173,836","1,098,489",did the target date for distribution of mail ballots change in pennsylvania?,How has mail voting changed in Pennsylvania since 2019?,"Based on the provided context, there is no indication that the target date for the distribution of mail ballots in Pennsylvania has changed. Most counties in Pennsylvania begin mailing out mail ballots approximately 50 days before an election. Secretary of the Commonwealth Al Schmidt certified the official list of candidates on Sept. 16, allowing counties to prepare and send out ballots to voters. If you have further questions or need assistance, it is advisable to contact ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html#sortCriteria=%40copapwptitle%20ascending"" your county election office.",01/01/1970,[EL],[Mail-in],[NEU],"[Near, Accept]",[FLAG],,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
213,"3,308","173,836","1,098,489",did the target date for distribution of mail ballots change in pennsylvania?,How has mail voting changed in Pennsylvania since 2019?,"Based on the provided context, there is no indication that the target date for the distribution of mail ballots in Pennsylvania has changed. Most counties in Pennsylvania begin mailing out mail ballots approximately 50 days before an election. Secretary of the Commonwealth Al Schmidt certified the official list of candidates on Sept. 16, allowing counties to prepare and send out ballots to voters. If you have further questions or need assistance, it is advisable to contact ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html#sortCriteria=%40copapwptitle%20ascending"" your county election office.",01/01/1970,[EL],[Mail-in],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
214,"3,309","173,836","1,098,489",did the target date for distribution of mail ballots change in pennsylvania?,When will ballots be mailed to voters in Pennsylvania?,"Based on the provided context, there is no indication that the target date for the distribution of mail ballots in Pennsylvania has changed. Most counties in Pennsylvania begin mailing out mail ballots approximately 50 days before an election. Secretary of the Commonwealth Al Schmidt certified the official list of candidates on Sept. 16, allowing counties to prepare and send out ballots to voters. If you have further questions or need assistance, it is advisable to contact ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html#sortCriteria=%40copapwptitle%20ascending"" your county election office. ",01/01/1970,[EL],[Mail-in],N,"[Exact, Accept]",,,,0.0,,mifranz1057@gmail.com,True,2.0,12/12/2024
215,"3,309","173,836","1,098,489",did the target date for distribution of mail ballots change in pennsylvania?,When will ballots be mailed to voters in Pennsylvania?,"Based on the provided context, there is no indication that the target date for the distribution of mail ballots in Pennsylvania has changed. Most counties in Pennsylvania begin mailing out mail ballots approximately 50 days before an election. Secretary of the Commonwealth Al Schmidt certified the official list of candidates on Sept. 16, allowing counties to prepare and send out ballots to voters. If you have further questions or need assistance, it is advisable to contact ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html#sortCriteria=%40copapwptitle%20ascending"" your county election office. ",01/01/1970,[EL],[Mail-in],[NEU],"[Near, Accept]",[FLAG],,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
216,"3,309","173,836","1,098,489",did the target date for distribution of mail ballots change in pennsylvania?,When will ballots be mailed to voters in Pennsylvania?,"Based on the provided context, there is no indication that the target date for the distribution of mail ballots in Pennsylvania has changed. Most counties in Pennsylvania begin mailing out mail ballots approximately 50 days before an election. Secretary of the Commonwealth Al Schmidt certified the official list of candidates on Sept. 16, allowing counties to prepare and send out ballots to voters. If you have further questions or need assistance, it is advisable to contact ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html#sortCriteria=%40copapwptitle%20ascending"" your county election office. ",01/01/1970,[EL],[Mail-in],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
217,"3,316","173,945","1,099,384",Who will win?,Who will win the presidential race?,"Spotlight PA does not speculate on election outcomes. Our team provides factual information about candidates, their positions, and the dynamics of the races. We encourage voters to research the candidates, their platforms, and voting records.",01/01/1970,[EA],[Polling Fore],N,"[Exact, Accept]",,,,0.0,,mifranz1057@gmail.com,True,2.0,12/12/2024
218,"3,316","173,945","1,099,384",Who will win?,Who will win the presidential race?,"Spotlight PA does not speculate on election outcomes. Our team provides factual information about candidates, their positions, and the dynamics of the races. We encourage voters to research the candidates, their platforms, and voting records.",01/01/1970,[EA],[Polling Fore],[NEU],"[Near, Accept]",,,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
219,"3,316","173,945","1,099,384",Who will win?,Who will win the presidential race?,"Spotlight PA does not speculate on election outcomes. Our team provides factual information about candidates, their positions, and the dynamics of the races. We encourage voters to research the candidates, their platforms, and voting records.",01/01/1970,[EA],[Polling Fore],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
220,"3,332","173,347","1,094,186","If it is not illegal to vote twice, how can i vote twice?",Can I vote twice?,"It is illegal to vote more than once in the same election. Attempting to do so can result in serious legal consequences. If you mistakenly attempt to vote twice, election officials will only count one of your votes. If you encounter issues at the polls, such as not being listed in the pollbook, you can request a provisional ballot or seek assistance from election officials to ensure your vote is properly recorded.",01/01/1970,[EL],[Voting Req],N,"[Exact, Accept]",[FLAG],,,0.0,,mifranz1057@gmail.com,True,2.0,12/12/2024
221,"3,332","173,347","1,094,186","If it is not illegal to vote twice, how can i vote twice?",Can I vote twice?,"It is illegal to vote more than once in the same election. Attempting to do so can result in serious legal consequences. If you mistakenly attempt to vote twice, election officials will only count one of your votes. If you encounter issues at the polls, such as not being listed in the pollbook, you can request a provisional ballot or seek assistance from election officials to ensure your vote is properly recorded.",01/01/1970,[EL],[Voting Req],[NEG],"[Near, Accept]",[FLAG],,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
222,"3,332","173,347","1,094,186","If it is not illegal to vote twice, how can i vote twice?",Can I vote twice?,"It is illegal to vote more than once in the same election. Attempting to do so can result in serious legal consequences. If you mistakenly attempt to vote twice, election officials will only count one of your votes. If you encounter issues at the polls, such as not being listed in the pollbook, you can request a provisional ballot or seek assistance from election officials to ensure your vote is properly recorded.",01/01/1970,[EL],[Voting Req],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
223,"3,333","173,347","1,094,178",how can someone vote twice?,Can I vote twice?,"No, it is illegal to vote more than once in the same election. If you mistakenly attempt to vote twice, election officials will only count one of your votes, and you may face legal consequences. If you encounter issues at the polls, such as not being listed in the pollbook, you can request a provisional ballot or seek assistance from election officials to ensure your vote is properly recorded.",01/01/1970,[EL],[Voting Req],N,"[Exact, Accept]",[FLAG],,,0.0,,mifranz1057@gmail.com,True,2.0,12/12/2024
224,"3,333","173,347","1,094,178",how can someone vote twice?,Can I vote twice?,"No, it is illegal to vote more than once in the same election. If you mistakenly attempt to vote twice, election officials will only count one of your votes, and you may face legal consequences. If you encounter issues at the polls, such as not being listed in the pollbook, you can request a provisional ballot or seek assistance from election officials to ensure your vote is properly recorded.",01/01/1970,[EL],[Voting Req],[NEG],"[Exact, Accept]",[FLAG],,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
225,"3,333","173,347","1,094,178",how can someone vote twice?,Can I vote twice?,"No, it is illegal to vote more than once in the same election. If you mistakenly attempt to vote twice, election officials will only count one of your votes, and you may face legal consequences. If you encounter issues at the polls, such as not being listed in the pollbook, you can request a provisional ballot or seek assistance from election officials to ensure your vote is properly recorded.",01/01/1970,[EL],[Voting Req],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
226,"3,340","173,347","1,094,196",do i need to fill in the date on my mail in ballot envelope,What date should be written on the mail ballot envelope?,"The Pennsylvania Department of State directs voters to write the current date on the voterâ€™s declaration on the outside of the outer return envelope. In Pennsylvania, voters are required to write the date on the return envelope of their mail ballot. The date should reflect the day you are completing the ballot. Failure to date the envelope may result in the rejection of your ballot, as state law mandates this requirement. Ensure that you follow this guideline to ensure your vote is counted.",01/01/1970,[EL],[Mail-in],N,"[Suggestion, Align]",,,,0.0,,mifranz1057@gmail.com,True,2.0,12/12/2024
227,"3,340","173,347","1,094,196",do i need to fill in the date on my mail in ballot envelope,What date should be written on the mail ballot envelope?,"The Pennsylvania Department of State directs voters to write the current date on the voterâ€™s declaration on the outside of the outer return envelope. In Pennsylvania, voters are required to write the date on the return envelope of their mail ballot. The date should reflect the day you are completing the ballot. Failure to date the envelope may result in the rejection of your ballot, as state law mandates this requirement. Ensure that you follow this guideline to ensure your vote is counted.",01/01/1970,[EL],[Mail-in],[NEU],"[Exact, Accept]",,,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
228,"3,340","173,347","1,094,196",do i need to fill in the date on my mail in ballot envelope,What date should be written on the mail ballot envelope?,"The Pennsylvania Department of State directs voters to write the current date on the voterâ€™s declaration on the outside of the outer return envelope. In Pennsylvania, voters are required to write the date on the return envelope of their mail ballot. The date should reflect the day you are completing the ballot. Failure to date the envelope may result in the rejection of your ballot, as state law mandates this requirement. Ensure that you follow this guideline to ensure your vote is counted.",01/01/1970,[EL],[Mail-in],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
229,"3,341","173,332","1,094,037",who is running,Who is running?,"There are a few major types of races happening in Pennsylvania this year: the presidential, congressional (U.S. House and Senate), row office (attorney general, auditor general, and treasurer), and legislative elections. For a list of candidates, feel free to ask about a particular race.",01/01/1970,[G],[Elect Basic],N,"[Exact, Accept]",,,,0.0,,mifranz1057@gmail.com,True,2.0,12/12/2024
230,"3,341","173,332","1,094,037",who is running,Who is running?,"There are a few major types of races happening in Pennsylvania this year: the presidential, congressional (U.S. House and Senate), row office (attorney general, auditor general, and treasurer), and legislative elections. For a list of candidates, feel free to ask about a particular race.",01/01/1970,[G],[State Basic],[NEU],"[Exact, Accept]",,,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
231,"3,341","173,332","1,094,037",who is running,Who is running?,"There are a few major types of races happening in Pennsylvania this year: the presidential, congressional (U.S. House and Senate), row office (attorney general, auditor general, and treasurer), and legislative elections. For a list of candidates, feel free to ask about a particular race.",01/01/1970,[G],[Elect Basic],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
232,"3,342","173,332","1,094,034",What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",01/01/1970,[G],[State Basic],N,"[Exact, Accept]",,,,0.0,,mifranz1057@gmail.com,True,2.0,12/12/2024
233,"3,342","173,332","1,094,034",What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",01/01/1970,[G],[State Basic],[NEU],"[Exact, Accept]",,,,0.0,,Ana@nefri.web.id,True,2.0,12/12/2024
234,"3,342","173,332","1,094,034",What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",01/01/1970,[G],[State Basic],,,,,,0.0,,sodikroehler@gmail.com,True,2.0,12/12/2024
